Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,1,female,725,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,2,female,775,Mid-eye to fork of tail,2,3,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,3,female,790,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,4,male,605,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,5,male,730,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,6,male,670,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,7,male,675,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,8,male,830,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,9,female,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,14,10,male,760,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,1,male,730,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,2,female,855,Mid-eye to fork of tail,,4,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,3,male,740,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,4,female,730,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,5,male,805,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,6,male,755,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,7,female,785,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,8,female,830,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,9,male,730,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,15,10,male,760,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,1,male,680,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,2,female,775,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,3,female,830,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,4,female,820,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,5,female,735,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,6,male,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,7,male,665,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,8,male,775,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,9,female,825,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,16,10,male,545,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,1,male,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,2,female,865,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,3,female,860,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,4,female,845,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,5,female,785,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,6,female,795,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,7,female,780,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,8,male,745,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,9,male,760,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,17,10,female,840,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,1,female,855,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,2,male,770,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,3,male,830,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,4,female,780,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,5,female,810,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,6,male,720,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,7,male,810,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,8,male,635,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,9,female,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,18,10,male,530,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,1,male,590,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,2,male,530,Mid-eye to fork of tail,,,,Regenerated,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,3,male,735,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,4,female,785,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,5,male,735,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,6,female,770,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,7,male,700,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,8,male,755,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,9,male,610,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,19,10,female,780,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,1,male,745,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,2,female,730,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,3,male,820,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,4,female,760,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,5,male,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,6,male,745,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,7,male,750,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,8,female,860,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,9,female,810,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,20,10,male,770,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,1,female,775,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,2,male,815,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,3,male,810,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,4,male,735,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,5,female,880,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,6,male,860,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,7,male,670,Mid-eye to fork of tail,,,,Illegible,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,8,female,790,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,9,male,630,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,21,10,male,770,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,1,female,750,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,2,female,790,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,3,male,765,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,4,female,775,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,5,male,780,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,6,male,665,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,7,male,665,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,8,male,735,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,9,female,750,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,22,10,male,670,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,1,male,720,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,2,female,845,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,3,female,690,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,4,male,740,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,5,female,800,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,6,male,700,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,7,female,750,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,8,male,760,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,9,male,705,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2017,8/2/2017,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,23,10,female,710,Mid-eye to fork of tail,1,3,5,,scale
